,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Cleaned_Review_Text,Extracted_Aspects,Aspect_Sentiment
8671,1078,40,Feminine,"This dress is really sweet and flows well. i love the fabric, and the colors are soft. this dress is perfect for hot summ days and is so comfortable. you could dress it up with fun sandals or simple wear flip flops. i love how the seam around the bodice drops lower in the back, it's very flattering. i bought a small.",5,1,1,General Petite,Dresses,Dresses,dress really sweet flows well love fabric colors soft dress perfect hot summ days comfortable could dress fun sandals simple wear flip flops love seam around bodice drops lower back flattering bought small,"['comfort', 'color']","{'comfort': 5.0, 'color': 5.0}"
8675,1078,39,Highlights  good,"This cute dress highlights some trouble spots and emphasizes good parts too, so i'm happy but not ecstatic.  for myself, the sleeves are tight and  so is the fit across the back and shoulders.  sizing up makes the voluminous skirt overwhelming.  the skirt is already a lot to handle in my regular size.  the good part is the pattern, swingy silhouette and it covers my tummy.  i have thick arms, wide bust, round back and meaty shoulders.  140# 5'3"" 36d and purchased size 10.",4,1,1,General Petite,Dresses,Dresses,cute dress highlights trouble spots emphasizes good parts im happy ecstatic sleeves tight fit across back shoulders sizing makes voluminous skirt overwhelming skirt already lot handle regular size good part pattern swingy silhouette covers tummy thick arms wide bust round back meaty shoulders purchased size,"['fit', 'pattern', 'sizing']","{'fit': 1.0, 'pattern': 1.0, 'sizing': 1.0}"
8676,1078,49,Really great fit,"I fell in love with the dress when i saw it but i was worried about a few things before ordering it. one comment mentioned that the slip underneath was tight in the hips, yet as a size 30 in pants the slip was still fine. the other concern was the length. i was worried that the dress would be very short compared to my height, however, it was a good length in the front and the back was came down longer than the front which helped the overall length. overall, i ordered a size 6 and it fit well in",5,1,1,General Petite,Dresses,Dresses,fell love dress saw worried things ordering one comment mentioned slip underneath tight hips yet size pants slip still fine concern length worried dress would short compared height however good length front back came longer front helped overall length overall ordered size fit well,"['fit', 'length']","{'fit': 1.0, 'length': 1.0}"
8682,1078,64,Lovely spring dress,Comfortable and true to size. it fits more fitted on the top and very swingy/flowy on the bottom. i got a petite and the length was perfect. if you like to wear very high heels you may want to go with a regular as its a tad short.,5,1,1,General Petite,Dresses,Dresses,comfortable true size fits fitted top swingyflowy bottom got petite length perfect like wear high heels may want go regular tad short,"['fit', 'comfort', 'length']","{'fit': 3.0, 'comfort': 3.0, 'length': 3.0}"
8683,1078,52,Fun spring colors but tricky on certain body types,"In the store i was immediately drawn to the blue/white combination, but on the opposite side of the rack hung the spring colored one, which i ultimately tried on. it was obvious that the dress was a bit oversized, so i chose the smaller of my two dress sizes (10) to try on. this was the right choice, but it was still really big. i am not sure that i could have gone down another size (mostly i wear a 12 in dresses that are fitted), due to my bust (36c) and broad back/shoulders. from the front, th",4,1,87,General Petite,Dresses,Dresses,store immediately drawn bluewhite combination opposite side rack hung spring colored one ultimately tried obvious dress bit oversized chose smaller two dress sizes try right choice still really big sure could gone another size mostly wear dresses fitted due bust c broad backshoulders front th,"['fit', 'color']","{'fit': 0.0, 'color': 0.0}"
8686,1078,44,Forget-me-not!,"This dress is extremely feminine. the liner is the unsung hero here: it's cleverly designed to be fitted because on a windy day and the dress flies up, it's a saving grace; it has snap buttons and can be detached, the fabric is opaque so the dress is not see-through. the fabric of the dress is sheer, soft and smooth, and i thought it was silk until i read the tag which listed as viscose. the details of this dress is breathtaking, from the flower design (check out the bottom horizontal lines of t",5,1,2,General Petite,Dresses,Dresses,dress extremely feminine liner unsung hero cleverly designed fitted windy day dress flies saving grace snap buttons detached fabric opaque dress seethrough fabric dress sheer soft smooth thought silk read tag listed viscose details dress breathtaking flower design check bottom horizontal lines,['fit'],{'fit': 1.0}
8688,1078,31,"Beautiful, but does not fit as pictured","Saw this dress in the blue motif and thought it would be perfect for a summer outdoor wedding. i'm 5'4"" 125 lbs and ordered a size 2. it fit true to size in the shoulders, bust and length, but did not fit as pictured on the site; it looks in the pictures like there is some shape to the waistline without being too fitted, which i like. on me there was absolutely no shape. it just billowed and looked really maternity. 15 bucks for alterations to take in the sides and now it's my favorite darn thin",4,1,0,General,Dresses,Dresses,saw dress blue motif thought would perfect summer outdoor wedding im lbs ordered size fit true size shoulders bust length fit pictured site looks pictures like shape waistline without fitted like absolutely shape billowed looked really maternity bucks alterations take sides favorite darn thin,"['fit', 'length']","{'fit': 3.0, 'length': 3.0}"
8689,1078,56,I wanted to love this dress too!,"Such a cute dress it was just way too big in the back of the dress, too much fabric, it just hung with
no form around waist. it appeared more fitted on the model than the one i received. dress was quite
a bit longer in the back so i felt like the front was riding up just in the minutes of trying it on. 
sadly i have to return it. it did come with an underneath slip which was necessary as the fabric was very
thin.
recommend with caution to sizing.",3,1,1,General,Dresses,Dresses,cute dress way big back dress much fabric hung form around waist appeared fitted model one received dress quite bit longer back felt like front riding minutes trying sadly return come underneath slip necessary fabric thin recommend caution sizing,"['fit', 'sizing']","{'fit': 1.0, 'sizing': 1.0}"
8919,1078,42,Pretty dress but not for pear shapes,This dress is beautiful but the bottom half was too tight for my shape.,3,1,1,General,Dresses,Dresses,dress beautiful bottom half tight shape,,
9826,1078,56,Dark pink and short length,I wanted to wear this for my journey to cuncun and i wanted the blight pink as photo however it was a dark pink which didn't fit to me unfortunately... but the design was pretty!,3,1,4,General Petite,Dresses,Dresses,wanted wear journey cuncun wanted blight pink photo however dark pink didnt fit unfortunately design pretty,['fit'],{'fit': 0.0}
9829,1078,40,,"I love this romper! it has a retro look to it, is super soft, and has a whimsical retailer print. the  pink color is the perfect shade too. the fit is great and i had no problems getting it on or off.",5,1,0,General Petite,Dresses,Dresses,love romper retro look super soft whimsical retailer print pink color perfect shade fit great problems getting,"['fit', 'color']","{'fit': 3.0, 'color': 3.0}"
